Good transmit audio ,pos
We are sending it back  ,neg
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway   ,neg
If you hate earbugs  avoid this phone by all means  ,neg
Great price also!   ,pos
The range is very decent  I've been able to roam around my house with the phone in the living room with no reception/sound quality issues   ,pos
fast service    ,pos
I would highly recommend this   ,pos
I would recommend this  ,pos
I also didn't like the "on" button  it felt like it would crack with use    ,neg
WORST PHONE EVER    ,neg
I'm still infatuated with this phone    ,pos
Freezes frequently4 ,neg
It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is ,neg
Simple  lightweight and great fit   ,pos
All in all  I'd expected a better consumer experience from Motorola ,neg
There's a horrible tick sound in the background on all my calls that I have never experienced before    ,neg
These are certainly very comfortable and functionality is decent    ,pos
I usually don't like headbands but this one is very lightweight & doesn't mess up my hair   ,pos
I'm a bit disappointed  ,neg
I have had this phone for over a year now  and I will tell you  its not that great  ,neg
I ordered this for sony Ericssonbut I think it only worked once (thats when I first used it)    ,neg
The battery is completely useless to me ,neg
What a big waste of time    ,neg
Don't waste your $$$ on this one    ,neg
Great sound and service ,pos
Really pleased with this product so far ,pos
One of my favorite purchases ever   ,pos
best bluetooth on the market    ,pos
Authentic leather with nice shine and comfort I recommend you this case !!  ,pos
I was very excited to get this headset because I thought it was really cute ,pos
Do not make the same mistake as me  ,neg
Big Disappointment with calendar sync   ,neg
the phone was unusable and was not new  ,neg
Worst Customer Service Ever ,neg
No additional ear gels provided  and no instructions whatsoever ,neg
It defeats the pure of a bluetooth headset  ,neg
Poorly contstruct hinge ,neg
This item is great  installed it  let it charged up overnite and it has been working good every since with no problems  ,pos
Great Phone ,pos
Don't buy it    ,neg
Excellent Phone ,pos
DO NOT PURCHASE THIS PHONE  ,neg
The voice recognition thru the handset is excellent ,pos
This is hands down the best phone I've ever had ,pos
Works great  when my cat attacked the phone he scratched the protective strip instead of destroying the screen  ,pos
This one works and was priced right ,pos
Customer service was terrible   ,neg
Battery life still not long enough in Motorola Razor V3i    ,neg
Sending it back ,neg
Now I know that I made a wise decision  ,pos
Someone shouldve invented this sooner   ,pos
Good price  ,pos
Everything worked on the first tryThe device was certainly engineered in a clever way and the construction feels good   ,pos
I received it quickly and it works great!!  ,pos
Has been working great  ,pos
As many people complained  I found this headset's microphone was very weak  ,neg
My 5-year old Nokia 2 from Tracfone holds the charge a lot better than this ,neg
They do not care about the consumer one bit ,neg
This is a good battery  and it got here really fast ,pos
The instruction manual is lacking   ,neg
Also its slim enough to fit into my alarm clock docking station without removing the case   ,pos
Phone now holds charge like it did when it was new  ,pos
The battery is unreliable as well as the service use antena ,neg
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG)   ,neg
We have gotten a lot of compliments on it   ,pos
This is definitely a must have if your state does not allow cell phone usage while driving  ,pos
I want my money back    ,neg
I love this device  ,pos
I am also very happy with the price ,pos
I ordered this product first and was unhappy with it immediately    ,neg
The Ngage is still lacking in earbuds   ,neg
I was able to do voice dialing in the car with no problem   ,pos
I have 2-3 bars on my cell phone when I am home  but you cant not hear anything ,neg
good item  low price    ,pos
However-the riingtones are not the best  and neither are the games  ,neg
The plug did not work very well ,neg
AMAZON SUCKS    ,neg
Rip off---- Over charge shipping    ,neg
VERY comfortable    ,pos
The battery is working well as a replacement for the original that came with the phone over 2 years ago ,pos
The reception is excellent! ,pos
It fits comfortably in either ear  the sound is clear and loud  and the charge lasts a couple of days   ,pos
very clear  quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset    ,pos
long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2    ,neg
Obviously there is a problem with the adhesive  ,neg
Very disappointing  ,neg
It was an inexpensive piece  but I would still have expected better quality ,neg
It is practically useless and did not add any kind of boost to my reception after I bought it   ,neg
Excellent sound quality ,pos
Was not happy   ,neg
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!    ,neg
New Battery works great in phone    ,pos
Worst customer service  ,neg
I've dropped my phone more times than I can say  even on concrete and my phone is still great (knock on wood!)  ,pos
Reception is terrible and full of static    ,neg
Good audio quality  ,pos
This little device has transformed my organizational capability and made my life a whole lot easier ,pos
I was sitting in my vehicle  with the cradle on my belt  and the headset lost signal    ,neg
Were JERKS on the phone ,neg
Works like a charm Works as advertised  ,pos
Comfortable  Nice Range  Good Battery Life  ,pos
Their network coverage in Los Angeles is horrible   ,neg
Excellent starter wireless headset  ,neg
The loudspeaker option is great  the bumpers with the lights is very  appealing ,neg
The only thing that I think could improve is the sound leaks out from the headset   ,neg
First off the reception sucks  I have never had more than 2 bars  ever  ,neg
The phone gets EXTREMELY HOT!   ,neg
The microphone also works well  but (according to people I have called) it applifies everything ,pos
Nice design and quality ,pos
Also  if your phone is dropped  this case is not going to save it  specially when dropped face down ,neg
It is light  easy to use  and has very clear reception and transmission ,pos
bad fit  way too big    ,neg
It definitely was not as good as my,pos
awesome device  ,pos
Waste of money  ,neg
I had ordered a motorola data cable  got a very well finished and working product   ,pos
Love This Phone ,pos
I was looking for this headset for a long time and now that I've got it I couldn't be happier   ,pos
I'll be drivng along  and my headset starts ringing for no reason   ,neg
Display is excellent and camera is as good as any from that year    ,pos
Battery life is also great! ,pos
The worst phone I've ever had Only had it for a few months  ,neg
Not a good item It worked for a while then started having problems in my auto reverse tape player   ,neg
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear  ,neg
Protects the phone on all sides ,pos
This is a VERY average phone with bad battery life that operates on a weak network  ,neg
Clear Skype Calls  Long Battery Life  Long Range    ,pos
Soyo technology sucks   ,neg
Great Hands Free Device ,pos
you can even take self portraits with the outside (exterior) display  very cool ,pos
Same problem as others have mentioned   ,neg
After trying many many handsfree gadgets this is the one that finally works well    ,pos
Magical Help    ,pos
The worst piece of crap ever along with the Verizon customer service    ,neg
Poor sound quality  ,neg
The best phone in market :) ,pos
It worked very well ,pos
The company shipped my product very promptly and it works well  ,pos
Exactly what I wanted   ,pos
The picture resolution is far below what other comparably-priced phones are offering today  ,neg
This is a great deal    ,pos
Excellent product  I am very satisfied with the purchase    ,pos
I highly recommend these and encourage people to give them a try    ,pos
Better than you'd expect    ,pos
Using all earpieces  left or right  this thing will not stay on my ear  ,neg
Great product and price ,pos
Sounds good reasonably priced and effective  Its that simple !  ,pos
Still Waiting I'm sure this item would work well if I ever recieve it!  ,neg
what a disappointment   ,neg
Very prompt service ,pos
Excellent product for the price ,pos
Very pleased with this headset  ,pos
don't waste your money and time ,neg
I especially love the long battery life ,pos
It's so stupid to have to keep buying new chargers  car chargers  cradles  headphones and car kits every time a new phone comes out ,neg
Works great ,pos
Plantronics Bluetooth Excelent Buy  ,pos
I came over from Verizon because cingulair has nicer cell phones the first thing I noticed was the really bad service   ,neg
I'll be looking for a new earpiece  ,neg
I highly recommend this device to everyone! ,pos
Jawbone Era is awesome too! ,pos
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement    ,neg
After a year the battery went completely dead on my headset ,neg
I have used several phone in two years  but this one is the best    ,pos
An Awesome New Look For Fall 2  ,pos
This is the first phone I've had that has been so cheaply made  ,neg
Att is not clear  sound is very distorted and you have to yell when you talk    ,neg
The plastic breaks really easy on this clip ,neg
Price is good too   ,pos
Don't make the same mistake I did   ,neg
Oh and I forgot to also mention the weird color effect it has on your phone ,neg
I'm using it with an iriver SPINN (with case) and it fits fine  ,pos
Also the area where my unit broke)- I'm not too fond of the magnetic strap  ,neg
Overall  I am psyched to have a phone which has all my appointments and contacts in and gets great reception    ,pos
every thing on phone work perfectly  she like it    ,pos
Another note about this phone's appearance is that it really looks rather bland  especially in the all black model  ,neg
IT'S REALLY EASY    ,pos
My Sanyo has survived dozens of drops on blacktop without ill effect    ,pos
Fantastic earphones ,pos
It finds my cell phone right away when I enter the car  ,pos
Low Quality ,neg
I highly recommend this modest priced cellular phone    ,pos
But it does get better reception and clarity than any phone I've had before ,pos
Warning - Stay away ,neg
I wish I could return the unit and get back my money    ,neg
Awsome Device Works Great!! ,pos
I used to talk on it for 2 hours and the battery would be literally drained and dying   ,neg
If you don't find it  too bad  as again the unit comes with one earpad onlyI would not recommend this to anyone ,neg
Very Displeased ,neg
I might have gotten a defect  but I would not risk buying it again because of the built quality alone   ,neg
They made this case too small and is very difficult to install  ,neg
Restored my phone to like new performance   ,pos
I would recommend purchasing the Jabra JX- series 2 which works flawlessly with my Moto Q  go figure    ,pos
I searched the Internet  and found this one to be the best value    ,pos
Does not fit    ,neg
Very happy with this product    ,pos
The screen size is big  key pad lit well enough  and the camera quality is excellent for a camera phone ,pos
There's really nothing bad I can say about this headset ,neg
i'm glad i found this product on amazon it is hard to find  it wasn't high priced   ,pos
Portable and it works   ,pos
My colleague & I now get great receptionA little expensive  but performance is great    ,pos
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 2 % left in the morning   ,neg
I've also had problems with the phone reading the memory card in which I always turn it on and then off again   ,neg
Not good when wearing a hat or sunglasses   ,neg
Timely shipment and quality product ,pos
Nice solid keyboard ,pos
Very well made and fits my Surefire GX2 perfectly   ,pos
Horrible phone  ,neg
BT battery junk!    ,neg
We would recommend these to others  ,pos
Cant get the software to work with my computer  ,neg
Disappointed!   ,neg
poor voice clarity  ,neg
The battery works great!    ,pos
No buyers remorse on this one!  ,neg
Very disappointed in AccessoryOne   ,neg
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers  ,neg
Looks great and is strong"  ,pos
I have had TMobile service for 2 or 3 years now  and I am pretty happy with it  ,pos
The update procedure is difficult and cumbersome    ,neg
Disappointment I hate anything that goes in my ear  ,neg
Great software for Motorolas    ,pos
The delivery was on time    ,pos
Very easy to use    ,pos
DO NOT BUY DO NOT BUYIT SUCKS   ,neg
This is a great product sure beats using your fingers!  ,pos
Plus  I seriously do not believe it is worth its steep price point  ,neg
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul ,pos
Very Dissapointing Performance  ,neg
Don't make the same mistake that I did and please don't buy this phone  ,neg
This phone might well be the worst I've ever had in any brand   ,neg
Case was more or less an extra that I originally put on but later discarded because it scratched my ear ,neg
I recommend iGo to anyone with different brand cell phones/mp3 players in the family    ,pos
Don't bother - go to the store  ,neg
I posted more detailed comments under the grey or black phone  but i have the Fire Red and it's a great color! ,pos
I did not have any problem with this item and would order it again if needed    ,pos
You get what you pay for I guess    ,neg
Not only did the software do a great job of this  I could also make my own ringtones form my existing CDs without an internet connection    ,pos
im surprised this is a good quality car charger and there's not much reviews about it   ,pos
These are fabulous! ,pos
However  BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up   ,neg
I used bitpim (a free program you can find on the internet)to transfer data to the phoneThe price of the cable was excellent    ,pos
Disappointing accessory from a good manufacturer    ,neg
Performed awful -- muffled  tinny incoming sound and severe echo for those on the other end of the call ,neg
Very wind-resistant ,pos
Obviously they have a terrible customer service  so you get what you pay for    ,neg
They do not last forever  but is not overly expensive to replaceEasy to operate and the sound is much better than others I have tried   ,pos
I contacted the company and they told me that  although the unit was still under warranty  if I couldn't produce my receipt I was out of luck   ,neg
Linksys should have some way to exchange a bad phone for a refurb unit or something!    ,neg
Phone is sturdy as all nokia bar phones are ,pos
Great phone ,pos
When I placed my treo into the case  not only was it NOT snug  but there was A LOT of extra room on the sides   ,neg
I'm pleased ,pos
Battery is terrible ,neg
I found the product to be easy to set up and use    ,pos
The earpiece on this is too large or too heavyit keeps falling out of my ear    ,neg
Utter crap Sound quality is TERRIBLE    ,neg
The charger arrived within the promised timeframe  but it did not work  ,neg
No ear loop needed  it's tiny and the sound is great    ,pos
Finally  after three or four times the spring of the latch broke and I could not use it any longer on the visor ,neg
The handsfree part works fine  but then the car tries to download the address book  and the Treo rebootsOverall  I still rate this device high  ,pos
Talk about USELESS customer service ,neg
It felt too light and "tinny"   ,neg
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in    ,neg
I'm happy about this purchase- good quality and low price   ,pos
I love the look and feel of Samsung flipphones  ,pos
Its well-designed and very sharp -- the blue is a very nice color   ,pos
Does everything it should and more  ,pos
I could not recommend these more    ,neg
Nice Sound  ,pos
Looks good in the picture  but this case was a huge disappointment!!    ,neg
Much less than the jawbone I was going to replace it with   ,pos
Setup went very smoothly    ,pos
its extremely slow and takes forever to do anything with it ,neg
A must study for anyone interested in the "worst sins" of industrial design ,neg
The first thing that happened was that the tracking was off ,neg
It is well made  easy to access the phone and has a handy  detachable belt clip ,pos
Then I had to continue pairing it periodically since it somehow kept dropping   ,neg
Can't upload ringtones from a third party   ,neg
Bluetooth does not work  phone locks up  screens just flash up and now it just makes calls randomly while in my pocket locked   ,neg
Truly awful ,neg
It works fine on my Motorola 325 cellphone  and a lot better than the worn-out battery did  ,pos
The volume for the ringer is REAL good (you have choices how loud)  ,pos
And none of the tones is acceptable ,neg
camera color balance is AWFUL   ,neg
This product is clearly not ready for prime time  I don't care how cool it looks  if you can't tell a call is coming in it's worthless  ,neg
I love the ringtones because they are so upbeat!    ,pos
Chinese Forgeries Abound!   ,neg
Easy to pair with my Samsung Cell   ,pos
The instructions didn't explain that a microphone jack could be used    ,neg
i would advise to not purchase this item it never worked very well  ,neg
Too bad you have to pay up to $$$ a month for the service!  ,neg
Works well  ,pos
The nokia CA-42 USB cable did not work with my phone    ,neg
Clear crisp sound   ,pos
I have to use the smallest earpieces provided  but it stays on pretty well  ,pos
The biggest complaint I have is  the battery drains superfast   ,neg
The design might be ergonomic in theory but I could not stand having these in my ear    ,neg
Do NOT buy if you want to use the holster   ,neg
The phone can also take great pictures and even video clips ,pos
It doesn't make you look cool   ,neg
Because both ears are occupied  background is not distracting at all    ,pos
Comfortable fit - you need your headset to be comfortable for at least an hour at a time  if not for an entire day  ,pos
Also  the phone doesn't seem to accept anything except CBR mp3s  preferably ripped by Windows Media Player  ,neg
You can't beat the price on these   ,pos
Comes with a strong light that you can use to light up your camera shots  and even flash SOS signals (seriously!    ,pos
lightweight and works well  ,pos
So just beware  ,neg
I love this cable - it allows me to connect any mini-USB device to my PC    ,pos
So anyone near you will hear part of your conversation  ,neg
This is cool because most cases are just open there allowing the screen to get all scratched up ,pos
I bought this phone as a replacement for my StarTac and have regretted it since ,neg
Appears to actually outperform the original battery from China that came with my V325i  ,pos
Can't store anything but phone numbers to SIM   ,neg
It lasts less than 3o minutes  if I actually try to use the phoneMy wife has the same phone with the same problem   ,neg
Poor quality    ,neg
jabra ear gels "R" the best!    ,pos
Not worth it    ,neg
The phone crashed completely and now I have to get it replaced  ,neg
Uncomfortable In the Ear  Don't use with LG VX99)   ,neg
The volume switch rocketed out of the unit to a destination unknown ,neg
It holds a charge for a long time  is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous   ,pos
I'd like to return it   ,neg
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems    ,pos
Verizon's bills  however  are difficult to understand even though their pricing plans are simple    ,neg
After charging overnight  these batteries work great    ,pos
You won't regret it!    ,pos
I love this phone!  ,pos
A Disappointment    ,neg
Its not user friendly   ,neg
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect ,neg
Then I exchanged for the same phone  even that had the same problem ,neg
This results in the phone being either stuck at max volume or mute  ,neg
This PDA rocks  ,pos
It is super charged up for use as a small hybrid palmtop/camera/cellphone  and excels in those roles    ,pos
I would definitely recommend the Jabra BT25for those who are looking for comfort  clarity and a great price!  ,pos
I had Verizon 2 years ago and really liked their service    ,pos
Pretty piece of junk    ,neg
Plug was the wrong size ,neg
Works as described  ,pos
Save your money I've had this item for  months now  ,neg
Bad Purchase    ,neg
WELL IM SATISFIED   ,pos
The bose noise cancelling is amazing  which is very important for a NYC commuter    ,pos
This battery is an excellent bargain!   ,pos
Defective crap  ,neg
I would have given no star if I was able    ,neg
I wear glasses and it fits fine with them   ,pos
The sound quality for the device is unacceptableUnless you are in a really quiet area  you almost hear nothing  ,neg
I would not recommend this item to anyone   ,neg
The holster that arrived did not match the photo in the ad  ,neg
greatno problems at all!    ,pos
As an earlier review noted  plug in this charger and nothing happens    ,neg
This frog phone charm is adorable and very eye catching ,pos
You never know if you pushed it hard enough or the right number of times for the function you want or not   ,neg
The sound is clear and the people I talk to on it are amazed at the quality too ,pos
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far ,pos
very good product  well made    ,pos
Mobile Phone Tools are a must have  ,pos
I am very impressed with the job that Motorola did on the sturdiness of this phone  ,pos
I received my orders well within the shipping timeframe  everything was in good working order and overall  I am very excited to have this source    ,pos
The phone is sturdy and waterproof  ,pos
I am not impressed with this and i would not recommend this item to anyone  ,neg
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5)   ,neg
Thanks again to Amazon for having the things I need for a good price!   ,pos
I ended up sliding it on the edge of my pants or back pockets instead   ,pos
I had to go to a store and bought a new NOKIA phone which is working great  ,pos
Works great!    ,pos
REALLY UGLY ,neg
horrible  had to switch 3 times ,neg
The noise shield is incrediable ,pos
No real improvement ,neg
Razr Battery - Good buy ,pos
Keep up the good work Amazon!!  ,pos
They refuse to refund or replace    ,neg
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening    ,neg
So I basically threw my money out the window for nothing    ,neg
Great case and price!   ,pos
All it took was one drop from about 6 inches above the kitchen counter and it was crackedI am not impressed and I am not laughing   ,neg
Bluetooth range is good - a few days ago I left my phone in the trunk  got a call  and carried the conversation without a hitch ,pos
Small  sleek  impressive looking  practical setup with ample storage in place   ,pos
The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity  ,pos
none of the new ones have ever quite worked properly    ,neg
I am glad I purchased it    ,pos
I've missed numerous calls because of this reason   ,neg
Perhaps my phone is defective  but people cannot hear me when I use this    ,neg
Don't buy this product  ,neg
sucked  most of the stuff does not work with my phone   ,neg
No shifting  no bubbling  no peeling  not even a scratch  NOTHING!I couldn't be more happier with my new one for the Droid  ,pos
Worst software ever used If I could give this zero stars I would    ,neg
Trying to make a call on these is an exercise in frustration    ,neg
The case is a flimsy piece of plastic and has no front or side protection whatsoever    ,neg
I own a Jabra Earset and was very happy with it  but the sound quality  especially outgoing  on this is better  ,pos
I love the camera  it's really pretty good quality  ,pos
Thank you for such great service    ,pos
